created_at,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,id,statuses_count,verified,average_tweets_per_day,account_age_days,tweet_length,tweet_digits_count,tweet_mean_bigram_freq,tweet_entropy,tweet_'bot'_count,tweet_hashtag_count,tweet_url_count,tweet_unique_url_count,tweet_unique_mention_count,tweet_fraction_lowercase_words,tweet_fraction_uppercase_words,tweet_word_count,tweet_sentence_count,tweet_avg_word_length,tweet_avg_word_per_sentence,tweet_repeated_words,tweet_question_count,tweet_exclamation_count,tweet_special_characters,tweet_noun_counts,tweet_adjective_count,tweet_adverb_count,tweet_verb_count,tweet_pronoun_count,tweet_adjective_counts,tweet_adverb_counts,tweet_verb_counts,tweet_pronoun_counts,name_length,name_digits_count,name_mean_bigram_freq,name_entropy,name_contains_'bot',account_type
1233227984,0,0,34,11056789,38,0,19697415,4664,1,1.105,4220,31,0,1.0,3.7442035683118124,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,{},0,0,0,0,0,0,0,0,1,0,0,0,9,0,1.0,2.94770277922009,0,1
1309936228,1,0,858,11,107,1,330075923,1358,0,0.408,3332,48,0,1.0,3.9830072301048833,0,0,0,0,0,1.0,0.0,6,1,6.0,6.0,{},0,0,1,4,0,0,0,0,0,0,1,0,10,2,1.0,2.9219280948873623,0,0
1348473086,0,0,618,235,107,0,842829588,10682,0,3.701,2886,35,1,1.0,4.343289445392767,0,0,1,1,0,1.0,0.0,5,1,3.6,5.0,{},0,0,5,2,0,0,0,0,0,0,0,0,14,0,1.0,3.378783493486176,0,1
1482094564,1,0,957,12,0,1,810498874150240256,1540,0,1.15,1339,23,0,1.0,3.7622673906514943,0,0,0,0,0,1.0,0.0,2,1,5.5,2.0,{},0,0,3,1,0,0,0,0,0,0,1,0,15,2,1.0769230769230769,3.506890595608518,0,1
1222919877,1,0,6,602,95,1,16551714,6776,0,1.562,4339,160,0,1.0434782608695652,4.190018444645233,0,0,0,0,0,1.0,0.0,24,1,6.157894736842105,24.0,"{'by': 2, 'to': 3, 'one,': 2, 'and': 2}",0,0,6,12,0,0,0,0,1,0,1,1,12,0,1.0,3.2516291673878226,0,1
1319150935,1,0,12304,7613,893,1,394825507,14307,1,4.436,3225,151,4,1.0,4.819740556974397,0,1,0,0,2,0.0,1.0,2,0,4.0,0.0,{'|': 6},0,0,15,9,0,0,0,0,0,0,0,0,15,0,1.0,3.4565647621309536,0,1
1326790536,0,0,26094,245,379,1,466128686,12185,0,3.884,3137,131,0,1.0869565217391304,4.293183793437348,0,0,0,0,0,1.0,0.0,26,0,3.6,0.0,"{'it’s': 3, '•': 2}",0,0,20,4,0,0,0,0,3,3,10,5,14,0,1.0,3.09306920777189,0,1
1310521881,0,0,963,6830,274,1,334270259,26187,0,7.876,3325,111,0,1.0,4.283208434117128,0,0,0,0,0,1.0,0.0,12,2,4.0,6.0,"{'news': 2, 'the': 2, 'of': 2}",0,1,7,4,0,0,0,0,3,0,1,2,11,0,1.0,3.459431618637298,0,1
1316173249,1,0,1549,162,426,1,374378315,2359,0,0.724,3260,39,2,1.0,3.9233659245349726,0,0,0,0,0,1.0,0.0,3,1,6.0,3.0,{},0,0,2,1,0,0,0,0,0,0,0,0,12,0,1.0,2.9182958340544896,0,1
1252708460,0,0,1425,5775,524,1,73437024,4569,0,1.144,3994,87,3,1.0,4.408878976014305,0,1,0,0,0,1.0,0.0,9,1,5.555555555555555,9.0,{},0,0,5,6,0,0,0,0,1,1,1,0,10,0,1.125,2.921928094887362,0,1
1442981709,0,0,1123,194,74,1,3653537653,7029,0,3.922,1792,8,0,1.0,2.75,0,0,0,0,0,1.0,0.0,1,0,3.0,0.0,{},0,0,0,0,0,0,0,0,0,2,0,0,9,2,1.0,3.169925001442312,0,1
1380829230,1,0,2327,7,0,0,1930989451,3242,0,1.291,2511,22,0,1.0,3.7887549139935026,0,0,0,0,0,1.0,0.0,2,2,2.5,1.0,{},0,0,2,0,0,0,0,0,0,0,0,2,11,0,1.0,3.2776134368191165,0,0
1346452793,0,0,16978,211,524,1,794333071,11805,0,4.058,2909,57,0,1.0,4.328075320992506,0,0,0,0,0,0.8,0.2,5,2,5.2,2.5,{},0,0,4,5,0,0,0,0,1,0,0,0,11,0,1.0,2.8453509366224368,0,1
1269353393,0,0,1146,7193374,38,1,125603760,6562,1,1.726,3802,103,0,1.0,4.639577347214493,0,0,0,0,0,0.625,0.375,8,3,5.0,2.6666666666666665,{'no': 2},1,1,4,2,0,0,0,0,0,0,0,0,9,0,1.0,2.725480556997868,0,1
1429271105,0,0,16797,488,292,0,3175387067,7325,0,3.754,1951,25,0,1.0,3.723074189428569,0,0,0,0,0,1.0,0.0,4,0,5.5,0.0,{},0,0,0,0,0,0,0,0,0,1,2,0,10,0,1.0,3.121928094887362,0,1
1431137255,1,0,2876,1246640,239,1,3242495944,1165,1,0.604,1929,75,0,1.0,4.473846571258793,0,0,0,0,1,1.0,0.0,3,1,8.666666666666666,3.0,{'•': 2},0,0,6,0,0,0,0,0,0,0,0,0,15,0,1.0,3.32323142879762,0,1
1407878290,0,0,1089,10,0,0,2726596556,1108,0,0.504,2198,110,0,1.0,4.498952046806426,0,0,0,0,0,0.5555555555555556,0.4444444444444444,9,2,2.125,4.5,{},0,0,5,1,0,0,0,0,0,0,0,2,11,3,1.0,3.095795255000934,0,0
1245207258,1,0,853,10,57,1,47747041,1192,0,0.292,4081,107,0,1.0,4.462628264231307,0,0,0,0,0,0.8181818181818182,0.18181818181818182,11,1,4.545454545454546,11.0,{'analyst': 2},0,0,3,4,0,0,0,0,1,0,0,0,13,0,1.0,3.238901256602631,0,0
1406083819,0,0,28337,4414,998,1,2670759914,11646,1,5.248,2219,89,0,1.0,4.229366335836288,0,0,0,0,6,1.0,0.0,11,1,6.454545454545454,11.0,{},0,0,9,1,0,0,0,0,1,0,0,0,7,0,1.2,2.2359263506290326,0,1
1229317150,0,0,17201,1724,1358,1,18124789,18430,0,4.321,4265,135,5,1.0,4.533181137779005,0,1,0,0,0,0.9166666666666666,0.08333333333333333,12,3,5.083333333333333,4.0,{'~': 2},0,0,8,7,0,0,0,0,3,0,1,2,9,0,1.0,2.5032583347756456,0,1
1439973707,0,0,310158,1443,305,1,3430977532,323916,0,177.294,1827,24,2,1.0,4.136842188131012,0,0,0,0,0,1.0,0.0,2,0,3.5,0.0,{},0,0,12,3,0,0,0,0,1,0,0,2,10,0,1.0,2.6464393446710153,0,0
1467490670,1,0,10784,65788,62183,0,749260801593085952,23722,0,15.731,1508,161,4,1.0869565217391304,4.607403752077824,0,0,2,2,0,1.0,0.0,20,3,4.588235294117647,6.666666666666667,{},0,0,13,7,0,0,0,0,2,1,3,1,10,0,1.0,3.121928094887362,0,0
1461184123,0,0,573,116,112,0,722809224611270656,201,0,0.127,1581,26,0,1.0,4.008132025833399,0,0,0,0,0,1.0,0.0,1,0,8.0,0.0,{},0,0,1,1,0,0,0,0,0,0,1,0,14,0,1.0,3.3787834934861767,0,1
1469255624,1,0,12831,185,717,0,756663553675792384,6080,0,4.086,1488,158,0,1.0,4.4842021340022935,0,0,0,0,0,1.0,0.0,16,2,3.4375,8.0,{'all': 2},0,0,10,3,0,0,0,0,2,0,2,3,6,2,1.0,2.584962500721156,0,1
1464733220,1,0,19,4,0,0,737695217298477056,74,0,0.048,1540,46,3,1.0,4.526294499949898,0,0,1,1,0,1.0,0.0,8,1,3.25,8.0,{},0,0,5,1,0,0,0,0,0,0,0,0,12,0,1.1,3.2516291673878226,0,0
1318491236,0,0,2220,242009,637,1,389845002,8463,1,2.618,3233,147,3,1.0,4.697409372984703,0,1,0,0,1,0.0,1.0,2,0,2.0,0.0,{'/': 5},0,0,12,1,0,0,0,0,1,0,0,0,15,0,1.0,3.640223928941851,0,1
1473470016,1,0,45,28,0,0,774339996157251588,397,0,0.276,1439,88,0,1.0,4.149178099850568,0,0,0,0,0,1.0,0.0,13,2,4.384615384615385,6.5,{},0,0,5,4,0,0,0,0,1,0,4,3,9,0,1.0,2.94770277922009,0,0
1230303614,0,0,1931,8809,1903,0,18386966,277537,0,65.241,4254,149,0,1.0,5.035891146736895,0,0,0,0,1,0.6923076923076923,0.3076923076923077,13,6,4.384615384615385,2.1666666666666665,{'is': 2},0,0,24,5,0,0,0,0,0,0,1,0,13,0,1.0,3.180832987205441,0,1
1281320971,0,0,55483,433,1351,0,176197660,17625,0,4.812,3663,34,0,1.0,3.858802914461594,0,0,0,0,0,1.0,0.0,7,0,3.7142857142857144,0.0,{},0,0,3,3,0,0,0,0,0,0,0,2,15,0,1.0,3.323231428797621,1,1
1271025156,0,0,216,647,824,0,131895350,28490,0,7.533,3782,91,0,1.0,4.148880185856964,0,0,0,0,0,1.0,0.0,12,0,3.5833333333333335,0.0,{},0,0,4,2,0,0,0,0,0,2,2,4,12,0,1.0,3.584962500721156,0,1
