name_length,name_digits_count,name_mean_bigram_freq,name_entropy,name_contains_'bot'
14,0,1.1818181818181819,2.495602923729013,0
12,0,1.0,3.418295834054489,0
12,0,1.0,3.2516291673878226,0
14,0,1.0,3.039148671903071,0
15,0,1.0769230769230769,3.32323142879762,0
15,0,1.0,3.189898095464287,0
14,0,1.0,3.182005814760214,0
5,1,1.0,1.9219280948873623,0
15,3,1.0,3.6402239289418516,0
9,0,1.0,2.94770277922009,0
14,0,1.0833333333333333,3.09306920777189,0
14,0,1.0,3.182005814760214,0
15,2,1.0,3.5898980954642865,0
7,0,1.0,2.807354922057604,0
9,0,1.0,3.169925001442312,0
12,0,1.0,3.2516291673878226,0
14,0,1.1818181818181819,2.9852281360342525,0
12,0,1.0,3.4182958340544896,0
5,2,1.0,2.321928094887362,0
8,0,1.0,3.0,0
15,2,1.0,3.373557262275185,0
11,0,1.0,2.845350936622437,0
11,4,1.0,2.9139770731827523,0
15,0,1.0,3.373557262275185,0
11,0,1.0,3.277613436819116,0
4,0,1.0,2.0,0
13,0,1.0,3.238901256602631,0
14,0,1.0,3.3248629576173574,0
14,2,1.0,3.182005814760214,0
14,0,1.0,3.521640636343319,0
12,0,1.1,2.751629167387823,0
8,0,1.0,3.0,0
13,0,1.0,3.3927474104487847,0
8,0,1.0,2.75,0
11,2,1.0,2.9139770731827523,0
11,0,1.0,2.913977073182752,0
3,1,1.0,1.584962500721156,0
14,0,1.0,3.4677201004745006,0
9,0,1.0,2.725480556997868,0
13,0,1.0909090909090908,2.8150724101159437,0
15,0,1.0,3.640223928941851,0
10,4,1.0,3.321928094887362,0
11,0,1.0,2.9139770731827523,0
13,0,1.0,3.0269868333592873,0
10,0,1.0,2.4464393446710155,0
15,0,1.0769230769230769,3.3232314287976203,0
9,0,1.0,3.169925001442312,0
9,0,1.0,3.169925001442312,0
7,0,1.0,2.5216406363433186,0
12,2,1.0,3.418295834054489,0
14,0,1.0,3.521640636343319,0
8,0,1.0,2.75,0
10,3,1.0,2.9219280948873623,0
13,0,1.0,3.0269868333592873,0
10,0,1.0,2.721928094887362,0
6,0,1.0,2.584962500721156,0
12,0,1.0,2.9182958340544896,0
15,8,1.0,3.506890595608519,0
14,0,1.0,3.3248629576173574,0
15,0,1.0769230769230769,3.2729055953200556,0
8,0,1.0,3.0,0
13,0,1.0,3.3927474104487847,0
6,0,1.0,2.2516291673878226,0
10,0,1.0,3.121928094887362,0
14,0,1.0,3.378783493486176,0
14,0,1.0,3.4677201004745006,0
7,4,1.0,2.807354922057604,0
9,2,1.0,2.94770277922009,0
11,0,1.0,3.277613436819116,0
11,2,1.0,3.2776134368191165,0
9,0,1.0,3.169925001442312,0
9,0,1.0,2.5032583347756456,0
13,0,1.0,3.180832987205441,0
9,0,1.0,2.4193819456463714,0
12,0,1.0,3.418295834054489,0
12,0,1.0,3.418295834054489,0
15,0,1.0769230769230769,3.1898980954642875,0
15,0,1.0,3.456564762130954,0
6,1,1.0,2.584962500721156,0
6,0,1.0,2.584962500721156,0
8,0,1.0,2.75,0
7,0,1.0,2.807354922057604,0
10,0,1.0,2.7219280948873625,0
9,0,1.0,2.94770277922009,0
15,0,1.0,3.373557262275185,0
13,0,1.0,3.3927474104487847,0
9,0,1.1428571428571428,2.725480556997868,0
10,0,1.0,2.9219280948873623,0
6,0,1.0,2.584962500721156,0
13,0,1.0,3.5465935642949384,0
13,0,1.0,3.085055102756477,0
11,0,1.0,2.845350936622437,0
10,0,1.0,3.121928094887362,0
6,1,1.0,2.584962500721156,0
14,0,1.0,3.2359263506290334,0
7,0,1.0,2.2359263506290326,0
8,0,1.0,3.0,0
12,0,1.0,3.584962500721156,0
15,0,1.0,3.773557262275185,0
13,0,1.0,3.3927474104487847,0
10,0,1.0,2.9219280948873623,0
14,0,1.0,3.3787834934861767,0
14,0,1.0,3.521640636343319,0
12,0,1.1,2.355388542207534,0
13,0,1.0,3.3927474104487847,0
12,0,1.0,2.8553885422075336,0
13,0,1.0,3.238901256602631,0
11,0,1.0,3.277613436819116,0
13,0,1.0909090909090908,2.623516641218015,0
9,0,1.0,2.94770277922009,0
7,0,1.0,2.2359263506290326,0
15,1,1.0,3.3232314287976203,0
11,1,1.0,3.277613436819116,0
8,0,1.1666666666666667,1.75,0
15,0,1.0,3.32323142879762,0
11,1,1.0,2.9139770731827523,0
7,0,1.0,2.807354922057604,0
13,0,1.0,3.334679141051595,0
12,0,1.0,3.2516291673878226,0
13,0,1.0,3.3927474104487847,0
11,0,1.1111111111111112,3.027169118440619,0
10,0,1.0,2.9219280948873623,0
14,4,1.0,3.182005814760214,0
14,4,1.0,3.6644977792004623,0
13,0,1.0,3.3927474104487847,0
11,0,1.0,3.277613436819116,0
13,0,1.0,3.3927474104487847,0
11,4,1.0,3.0957952550009344,0
15,0,1.0,3.2402239289418517,0
14,0,1.0,3.521640636343319,0
14,0,1.0,3.09306920777189,0
15,0,1.1666666666666667,2.9232314287976204,0
14,0,1.0,3.2359263506290326,0
14,0,1.0,3.3787834934861767,0
15,0,1.0,3.1395722619867223,0
12,0,1.0,3.418295834054489,0
11,0,1.1111111111111112,2.59490661824394,0
3,0,1.0,1.584962500721156,0
9,0,1.0,2.5032583347756456,0
15,0,1.0,3.506890595608518,0
13,0,1.0,3.3927474104487847,0
12,0,1.0,2.688721875540867,0
13,0,1.0,3.180832987205441,0
13,0,1.0,3.238901256602631,0
9,3,1.0,2.94770277922009,0
11,0,1.0,2.845350936622437,0
11,4,1.0,3.277613436819116,0
13,0,1.0909090909090908,3.0850551027564768,0
11,0,1.0,2.913977073182752,0
15,0,1.0769230769230769,3.2729055953200556,0
15,0,1.0,3.3232314287976203,0
14,0,1.0,3.378783493486176,0
12,0,1.0,3.084962500721156,0
11,0,1.0,2.663532754804255,0
14,0,1.0,3.378783493486176,0
9,0,1.0,2.94770277922009,0
10,0,1.125,2.446439344671015,0
7,0,1.0,2.807354922057604,0
10,0,1.0,2.6464393446710157,0
11,0,1.0,3.2776134368191165,0
14,0,1.0833333333333333,3.039148671903071,0
9,0,1.3333333333333333,2.2810361125534233,0
14,0,1.0,3.521640636343319,0
11,0,1.0,3.095795255000934,0
10,0,1.0,2.9219280948873623,0
10,0,1.0,3.121928094887362,0
15,0,1.0,3.2402239289418517,0
10,0,1.0,2.6464393446710153,0
8,0,1.0,2.5,0
12,3,1.0,3.2516291673878226,0
6,0,1.0,2.584962500721156,0
13,0,1.0,3.180832987205441,0
8,0,1.0,2.75,0
10,3,1.0,2.9219280948873623,0
12,0,1.0,3.0220552088742005,0
14,0,1.0833333333333333,2.8073549220576046,0
9,3,1.0,3.169925001442312,0
10,0,1.0,2.9219280948873623,0
11,0,1.0,3.095795255000934,0
8,0,1.1666666666666667,2.5,0
14,0,1.0833333333333333,3.039148671903071,0
5,0,1.0,2.321928094887362,0
12,0,1.0,3.4182958340544896,1
11,4,1.0,3.277613436819116,0
13,0,1.0,3.3927474104487847,0
10,4,1.0,3.1219280948873624,0
9,0,1.1428571428571428,2.6416041678685933,0
14,0,1.0,3.182005814760214,0
9,0,1.0,2.6416041678685933,0
6,0,1.0,2.2516291673878226,0
8,0,1.0,2.1556390622295662,0
8,0,1.0,2.75,0
11,2,1.0,2.9139770731827523,0
15,0,1.0,3.640223928941851,0
15,2,1.0,3.506890595608518,0
13,0,1.0909090909090908,3.085055102756477,0
3,0,1.0,1.584962500721156,0
12,0,1.1,2.3553885422075336,0
12,0,1.5714285714285714,2.5220552088742,0
12,0,1.1,3.2516291673878226,0
11,0,1.0,3.0957952550009344,0
15,2,1.4,3.2402239289418513,0
14,0,1.0,3.8073549220576055,0
12,0,1.1,2.625814583693911,0
10,3,1.0,3.1219280948873624,0
11,3,1.1111111111111112,2.663532754804255,0
9,4,1.0,2.94770277922009,0
10,0,1.0,3.321928094887362,0
14,0,1.0,3.182005814760214,0
15,0,1.0,3.373557262275185,0
7,2,1.0,2.807354922057604,0
15,0,1.0769230769230769,3.506890595608518,0
15,0,1.0,3.456564762130954,0
8,0,1.1666666666666667,2.25,0
10,0,1.0,3.121928094887362,0
9,0,1.0,2.94770277922009,0
11,0,1.0,3.277613436819116,0
15,0,1.0769230769230769,3.506890595608519,0
12,0,1.0,3.2516291673878226,0
13,0,1.0909090909090908,3.0269868333592873,0
9,0,1.0,2.94770277922009,0
7,0,1.0,2.521640636343318,0
13,1,1.0,3.5465935642949384,0
8,0,1.0,2.75,1
11,0,1.0,3.277613436819116,0
14,2,1.0,3.521640636343319,0
15,0,1.0769230769230769,3.1068905956085184,0
13,0,1.0,3.238901256602631,0
14,1,1.0833333333333333,3.521640636343319,0
15,0,1.0769230769230769,3.006238928653389,0
12,1,1.0,3.188721875540867,0
12,0,1.0,3.2516291673878226,0
6,0,1.0,2.584962500721156,0
14,2,1.0,3.8073549220576055,0
7,0,1.0,2.807354922057604,0
15,0,1.0,3.4565647621309536,0
8,0,1.0,2.4056390622295662,0
11,2,1.1111111111111112,3.095795255000934,0
12,0,1.1,3.0220552088742,0
9,2,1.0,2.94770277922009,0
12,0,1.0,3.2516291673878226,0
13,0,1.0,2.71929452566698,0
13,0,1.0,3.0269868333592873,0
11,0,1.0,2.8453509366224368,0
7,3,1.0,2.807354922057604,0
5,0,1.0,2.321928094887362,0
11,1,1.0,3.2776134368191165,0
11,1,1.0,3.459431618637298,0
8,1,1.0,3.0,0
13,0,1.0,3.180832987205441,0
7,0,1.0,2.1280852788913944,0
10,3,1.0,2.9219280948873623,0
14,0,1.0833333333333333,2.7534343861887853,0
12,2,1.0,3.2516291673878226,0
12,0,1.0,3.2516291673878226,0
13,0,1.0,3.0269868333592873,0
10,0,1.0,2.9219280948873623,0
10,0,1.0,2.921928094887362,0
15,0,1.1666666666666667,3.506890595608518,0
12,0,1.0,3.084962500721156,0
11,0,1.0,3.277613436819116,0
8,2,1.0,3.0,0
12,4,1.0,3.4182958340544896,0
4,0,1.0,1.5,0
15,0,1.0,3.1898980954642875,0
6,0,1.0,2.584962500721156,0
10,0,1.0,2.721928094887362,0
10,0,1.0,3.321928094887362,0
11,0,1.0,2.663532754804255,0
8,0,1.0,3.0,0
14,0,1.0,3.521640636343319,0
10,0,1.0,2.6464393446710153,0
14,1,1.0833333333333333,3.039148671903071,0
12,0,1.1,2.918295834054489,0
15,0,1.0,3.1898980954642875,0
9,0,1.0,2.725480556997868,0
11,0,1.0,3.277613436819116,0
8,0,1.0,3.0,0
10,0,1.0,2.721928094887362,0
15,2,1.0,3.906890595608518,0
11,0,1.0,3.0957952550009344,0
8,2,1.0,2.4056390622295662,0
10,0,1.0,2.9219280948873623,0
10,0,1.0,2.9219280948873623,0
11,0,1.0,3.2776134368191165,0
11,0,1.1111111111111112,2.663532754804255,0
15,0,1.0,3.323231428797621,0
10,0,1.2857142857142858,2.321928094887362,0
11,0,1.0,3.095795255000934,0
10,0,1.0,2.9219280948873623,0
15,0,1.0,3.640223928941851,0
13,0,1.0,3.546593564294939,0
6,0,1.0,2.251629167387823,0
6,0,1.0,2.584962500721156,0
14,0,1.0,3.039148671903071,0
14,0,1.0,3.521640636343319,0
10,0,1.0,3.321928094887362,0
10,0,1.0,2.9219280948873623,0
11,0,1.0,3.095795255000934,0
6,0,1.0,2.584962500721156,0
13,0,1.0,3.3927474104487847,0
15,0,1.0,3.773557262275185,0
9,0,1.0,2.5032583347756456,0
9,0,1.0,3.169925001442312,0
11,0,1.6666666666666667,2.186704345910025,0
13,0,1.0909090909090908,3.238901256602631,0
12,0,1.1,2.8553885422075336,0
12,0,1.1,2.918295834054489,0
9,0,1.0,2.94770277922009,0
6,2,1.0,2.584962500721156,0
12,0,1.0,3.418295834054489,0
15,2,1.0,3.6402239289418516,0
13,0,1.0,3.3927474104487847,0
12,0,1.0,3.084962500721156,0
11,0,1.0,3.095795255000934,0
7,0,1.0,2.807354922057604,0
9,0,1.0,2.725480556997868,0
10,0,1.0,3.121928094887362,0
14,0,1.0,3.378783493486176,0
8,0,1.1666666666666667,2.1556390622295662,0
13,0,1.0,3.0269868333592873,0
10,0,1.0,2.7219280948873625,0
12,0,1.1,3.0220552088742005,0
10,0,1.0,2.7219280948873625,0
14,0,1.0,3.3248629576173574,0
13,0,1.0,3.180832987205441,0
11,0,1.25,2.3685225277282065,0
9,0,1.0,2.94770277922009,0
10,0,1.2857142857142858,2.3219280948873626,0
14,0,1.0,3.182005814760214,0
10,0,1.0,3.1219280948873624,0
11,0,1.0,2.9139770731827523,0
12,0,1.1,3.0220552088742,0
6,2,1.25,1.9182958340544893,0
12,0,1.0,3.2516291673878226,0
11,0,1.0,3.0957952550009344,0
9,0,1.0,2.725480556997868,0
12,0,1.0,2.918295834054489,0
11,0,1.1111111111111112,2.481714572986073,0
9,0,1.0,2.94770277922009,0
13,0,1.0909090909090908,2.9689185639620974,0
12,0,1.0,3.418295834054489,0
8,0,1.0,3.0,0
13,0,1.0,3.3927474104487847,0
12,0,1.0,2.9182958340544896,0
9,0,1.3333333333333333,2.5032583347756456,0
13,1,1.0,3.3927474104487847,0
10,0,1.0,2.6464393446710153,0
10,0,1.0,2.9219280948873623,0
11,0,1.0,3.459431618637298,0
13,0,1.0,3.0269868333592873,0
12,0,1.0,3.084962500721156,0
10,0,1.0,3.121928094887362,0
11,0,1.0,2.913977073182752,0
7,0,1.0,2.5216406363433186,0
14,0,1.0,3.378783493486176,0
8,0,1.0,3.0,0
14,0,1.0,2.807354922057604,0
12,0,1.0,3.188721875540867,0
15,2,1.0,3.640223928941852,0
9,0,1.0,3.169925001442312,0
12,0,1.0,3.4182958340544896,0
14,0,1.0,3.2359263506290334,0
11,0,1.0,3.0957952550009344,0
11,11,1.1111111111111112,2.481714572986073,0
10,0,1.0,3.121928094887362,0
10,0,1.0,3.121928094887362,0
13,0,1.0909090909090908,2.9312089489103235,0
11,0,1.0,3.277613436819116,0
11,2,1.0,3.277613436819116,0
13,0,1.0,3.238901256602631,0
8,0,1.0,2.1556390622295662,0
15,2,1.0,3.506890595608518,0
13,4,1.0,3.085055102756477,0
14,4,1.0,3.2359263506290334,0
9,0,1.0,3.169925001442312,0
13,0,1.0,3.334679141051595,0
10,0,1.125,2.721928094887362,0
12,0,1.0,3.2516291673878226,0
8,1,1.0,2.5,0
10,0,1.0,3.121928094887362,0
14,0,1.0,3.3248629576173574,0
14,0,1.0833333333333333,3.378783493486176,0
8,0,1.0,3.0,0
8,2,1.0,2.75,0
13,0,1.0,3.180832987205441,0
13,0,1.0,2.8731406795131336,0
12,0,1.0,3.084962500721156,0
14,8,1.0,3.6644977792004623,0
12,0,1.1,3.0220552088742,0
15,0,1.0,3.323231428797621,0
15,1,1.0,3.640223928941851,0
8,1,1.0,3.0,0
11,0,1.0,2.845350936622437,0
12,0,1.0,3.2516291673878226,0
14,0,1.0,3.521640636343319,0
15,0,1.0769230769230769,2.973557262275185,0
14,0,1.0833333333333333,3.2359263506290334,0
11,0,1.1111111111111112,2.8453509366224368,0
13,0,1.0,3.3927474104487847,0
12,0,1.1,3.0849625007211556,0
11,0,1.0,3.095795255000934,0
14,0,1.0833333333333333,2.9852281360342525,0
14,0,1.0,2.8423709931771093,0
15,0,1.1666666666666667,2.789898095464287,0
6,0,1.0,2.584962500721156,0
15,0,1.0,3.1898980954642875,0
6,0,1.0,1.9182958340544896,0
15,2,1.0,3.6402239289418516,0
13,6,1.0,3.238901256602631,0
15,0,1.0,3.773557262275185,0
13,0,1.0,3.180832987205441,1
10,1,1.0,2.9219280948873623,0
8,0,1.0,3.0,0
6,0,1.0,2.251629167387823,0
9,0,1.0,3.169925001442312,0
14,2,1.0,3.3787834934861767,0
9,0,1.1428571428571428,2.4193819456463714,0
10,0,1.0,2.9219280948873623,0
9,0,1.0,3.169925001442312,0
11,0,1.0,2.663532754804255,0
13,0,1.0909090909090908,2.8731406795131336,0
11,0,1.0,3.0957952550009344,0
9,0,1.0,2.725480556997868,0
9,0,1.0,2.94770277922009,0
13,0,1.0,3.334679141051595,0
15,0,1.0,3.373557262275185,0
15,0,1.0,3.506890595608519,0
8,0,1.0,2.75,0
11,2,1.1111111111111112,2.5503407095463886,0
13,0,1.0,3.238901256602631,0
7,0,1.0,2.807354922057604,0
14,0,1.0,3.039148671903072,0
11,0,1.0,2.9139770731827523,0
11,1,1.0,3.459431618637298,0
15,1,1.0,3.2402239289418517,0
12,0,1.0,3.0220552088742,0
13,0,1.0,3.180832987205441,0
12,0,1.0,3.584962500721156,0
8,0,1.0,2.75,0
14,0,1.0,3.3248629576173574,0
6,0,1.0,2.584962500721156,0
14,6,1.3,2.9852281360342507,0
13,0,1.0,3.3927474104487847,0
6,0,1.0,2.2516291673878226,0
11,2,1.0,3.095795255000934,0
9,1,1.0,2.725480556997868,0
10,0,1.0,3.321928094887362,0
9,0,1.0,2.725480556997868,0
10,0,1.0,3.121928094887362,0
13,0,1.0909090909090908,3.0269868333592873,0
9,0,1.0,2.94770277922009,0
10,4,1.125,2.7219280948873625,0
7,0,1.0,2.5216406363433186,0
10,0,1.0,2.6464393446710153,0
9,0,1.0,2.94770277922009,0
7,0,1.0,2.1280852788913944,0
15,0,1.0769230769230769,3.056564762130954,0
13,2,1.0,3.3927474104487847,0
15,1,1.0769230769230769,3.32323142879762,0
9,0,1.0,2.725480556997868,0
13,0,1.0,3.334679141051595,0
11,0,1.0,2.9139770731827523,0
9,0,1.0,3.169925001442312,0
9,1,1.0,3.169925001442312,0
8,0,1.0,2.1556390622295662,0
10,0,1.0,3.121928094887362,0
7,0,1.0,2.5216406363433186,0
12,0,1.0,2.7516291673878226,0
12,0,1.1,2.584962500721156,1
13,0,1.0,3.238901256602631,0
13,0,1.0909090909090908,3.0269868333592873,0
11,0,1.0,2.913977073182752,0
10,0,1.0,3.121928094887362,0
12,0,1.0,3.2516291673878226,1
15,0,1.0,3.5068905956085183,0
8,0,1.0,2.75,0
9,0,1.0,3.169925001442312,0
10,2,1.0,3.121928094887362,0
13,0,1.0,3.238901256602631,0
13,0,1.0,3.3927474104487847,0
15,0,1.0,3.506890595608518,0
7,0,1.0,2.5216406363433186,0
14,0,1.0,3.378783493486176,0
12,0,1.0,2.9182958340544896,0
9,0,1.0,3.169925001442312,0
8,4,1.0,2.5,0
15,0,1.0,3.5068905956085183,0
12,0,1.0,3.418295834054489,0
11,0,1.0,3.277613436819116,0
9,0,1.0,2.94770277922009,0
12,0,1.0,3.2516291673878226,0
8,3,1.0,2.75,0
8,0,1.0,2.75,0
10,0,1.125,2.6464393446710157,0
11,3,1.0,3.277613436819116,0
12,1,1.0,3.2516291673878226,0
10,0,1.0,2.446439344671015,0
11,2,1.0,3.277613436819116,0
13,0,1.0,3.5465935642949384,0
15,2,1.0769230769230769,3.2402239289418517,0
11,0,1.0,2.59490661824394,0
14,0,1.0,3.3787834934861767,1
14,9,1.0,3.182005814760214,0
10,0,1.0,2.6464393446710153,0
15,0,1.0,2.606238928653389,0
12,0,1.2222222222222223,2.584962500721156,0
13,1,1.0,3.0269868333592873,0
10,0,1.0,3.1219280948873624,0
7,1,1.0,2.807354922057604,0
13,0,1.0,3.5465935642949384,0
10,0,1.0,3.121928094887362,0
9,0,1.0,2.94770277922009,0
8,0,1.0,3.0,0
15,0,1.0,3.189898095464287,0
8,0,1.0,2.4056390622295662,0
10,0,1.0,2.9219280948873623,0
12,0,1.1,2.751629167387823,0
9,0,1.0,2.725480556997868,0
8,0,1.0,2.75,0
10,0,1.0,3.121928094887362,0
14,0,1.0,3.6644977792004623,0
15,0,1.0,3.4565647621309536,0
15,2,1.0,3.506890595608518,0
12,0,1.1,2.688721875540867,0
15,0,1.0769230769230769,3.3232314287976203,0
10,0,1.125,2.721928094887362,0
7,0,1.0,2.5216406363433186,0
15,2,1.0,3.906890595608518,0
13,2,1.0,3.5465935642949384,0
10,0,1.0,3.121928094887362,0
12,0,1.1,3.2516291673878226,0
12,1,1.0,3.2516291673878226,0
15,0,1.0,3.2402239289418517,0
13,0,1.0,3.3927474104487847,0
3,0,1.0,1.584962500721156,0
15,0,1.0,3.240223928941852,0
10,0,1.0,2.6464393446710153,0
14,0,1.0,3.3248629576173574,0
13,0,1.0,3.3927474104487847,0
12,2,1.0,2.9182958340544896,0
12,4,1.0,2.9182958340544896,0
11,0,1.0,3.2776134368191165,0
12,2,1.1,2.688721875540867,0
14,0,1.0,3.3248629576173565,0
5,0,1.0,2.321928094887362,0
5,2,1.0,1.9219280948873623,0
13,2,1.0,3.7004397181410926,0
10,0,1.0,2.9219280948873623,0
11,0,1.0,3.095795255000934,0
15,1,1.0,3.640223928941851,0
13,0,1.0,3.180832987205441,0
10,0,1.0,2.9219280948873623,0
8,1,1.0,3.0,0
14,0,1.0,3.521640636343319,0
13,0,1.0909090909090908,3.0269868333592873,0
14,0,1.0,3.2359263506290334,0
