tweet_length,tweet_digits_count,tweet_mean_bigram_freq,tweet_entropy,tweet_'bot'_count,tweet_hashtag_count,tweet_url_count,tweet_unique_url_count,tweet_unique_mention_count,tweet_fraction_lowercase_words,tweet_fraction_uppercase_words,tweet_word_count,tweet_sentence_count,tweet_avg_word_length,tweet_avg_word_per_sentence,tweet_repeated_words,tweet_question_count,tweet_exclamation_count,tweet_special_characters,tweet_noun_counts,tweet_adjective_count,tweet_adverb_count,tweet_verb_count,tweet_pronoun_count,tweet_sentiment_score,tweet_adjective_counts,tweet_adverb_counts,tweet_verb_counts,tweet_pronoun_counts
68,0,1.0,4.1878374305580595,0,0,0,0,0,1.0,0.0,9,1,5.777777777777778,9.0,{},0,0,3,3,0,0,0,0,Positive,1,1,3,0
74,0,1.0,3.9972391367092763,0,1,0,0,0,1.0,0.0,9,0,6.222222222222222,0.0,{},0,0,9,8,0,0,0,0,Neutral,1,0,0,0
60,3,1.0,4.735546013316953,0,0,1,1,0,1.0,0.0,6,2,3.0,3.0,{},0,0,7,0,0,0,0,0,Positive,0,1,1,1
30,0,1.0,3.6859175795054955,0,0,0,0,0,1.0,0.0,5,1,3.0,5.0,{},0,0,3,1,0,0,0,0,Neutral,0,1,1,0
155,6,1.0,5.124819283837227,0,1,0,0,8,0.6,0.4,5,0,3.8,0.0,"{'-': 2, '&': 2}",0,0,15,2,0,0,0,0,Positive,0,0,0,0
47,0,1.0,3.9932254902892503,0,0,0,0,0,0.8888888888888888,0.1111111111111111,9,1,3.888888888888889,9.0,{},0,0,5,1,0,0,0,0,Negative,0,4,0,1
146,0,1.0,4.290934212447961,0,0,0,0,0,1.0,0.0,19,1,5.882352941176471,19.0,"{'and': 2, ':)': 2}",0,0,7,7,0,0,0,0,Positive,1,1,2,2
124,7,1.1333333333333333,5.186062747094758,0,0,2,2,1,1.0,0.0,10,4,4.857142857142857,2.5,{},0,0,19,2,0,0,0,0,Neutral,1,0,0,0
51,2,1.0,4.149080548408537,0,0,0,0,0,1.0,0.0,6,0,4.833333333333333,0.0,{},0,0,3,2,0,0,0,0,Positive,1,0,1,1
23,0,1.0,3.7950885863977324,0,0,0,0,0,1.0,0.0,4,0,4.75,0.0,{},0,0,1,1,0,0,0,0,Neutral,0,0,1,0
73,0,1.0,4.505238298786111,0,0,0,0,2,1.0,0.0,2,3,5.5,0.6666666666666666,{},0,0,5,2,0,0,0,0,Positive,0,0,1,0
34,0,1.0,4.02085512047121,0,0,0,0,0,1.0,0.0,6,2,4.166666666666667,3.0,{},0,0,5,1,0,0,0,0,Positive,2,0,0,2
13,0,1.0,3.3927474104487847,0,0,0,0,0,1.0,0.0,1,1,8.0,1.0,{},0,1,1,0,0,0,0,0,Neutral,0,0,2,0
46,0,1.0,3.958906120164902,0,0,0,0,0,1.0,0.0,7,0,3.8333333333333335,0.0,{'i': 2},0,0,0,1,0,0,0,0,Neutral,0,0,2,3
134,0,1.0,4.473847795327659,0,1,0,0,0,1.0,0.0,11,1,6.363636363636363,11.0,"{'black': 2, '•': 2}",0,0,9,4,0,0,0,0,Positive,5,3,4,0
147,0,1.0,4.261382609499692,0,0,0,0,0,1.0,0.0,13,1,6.5,13.0,{'and': 2},0,0,3,7,0,0,0,0,Neutral,3,0,0,0
157,2,1.0,4.24165279967498,0,0,0,0,0,0.9642857142857143,0.03571428571428571,28,2,4.44,14.0,"{'the': 2, 'of': 2, 'you': 2}",0,0,5,6,0,0,0,0,Positive,3,0,2,6
56,0,1.0833333333333333,3.801930591275495,0,0,0,0,0,1.0,0.0,14,0,3.1666666666666665,0.0,{'do': 2},0,0,2,1,0,0,0,0,Neutral,0,1,4,4
88,0,1.0,4.298377838987419,0,0,0,0,0,0.875,0.125,8,5,4.0,1.6,{'a': 2},0,0,5,5,0,0,0,0,Positive,3,0,1,0
26,0,1.0,3.840265565194927,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,{},0,0,2,1,0,0,0,0,Neutral,1,0,0,0
93,2,1.0,4.455390532163721,0,0,0,0,0,1.0,0.0,3,1,2.6666666666666665,3.0,{'the': 2},0,1,7,1,0,0,0,0,Neutral,1,0,0,0
127,0,1.0,4.62302131642536,0,0,0,0,0,0.9230769230769231,0.07692307692307693,13,3,4.083333333333333,4.333333333333333,{'for': 2},0,1,9,1,0,0,0,0,Positive,0,2,3,5
26,0,1.0,4.085055102756477,0,1,0,0,0,1.0,0.0,2,0,5.0,0.0,{},0,0,1,2,0,0,0,0,Positive,1,0,0,0
39,0,1.0,3.925926577614713,0,0,0,0,0,1.0,0.0,9,1,3.125,9.0,{'its': 2},0,0,3,1,0,0,0,0,Neutral,1,1,0,2
104,0,1.0,4.322965318527266,0,0,0,0,0,1.0,0.0,19,1,4.222222222222222,19.0,{'me': 2},0,0,11,1,0,0,0,0,Positive,0,1,3,6
18,0,1.0,3.6143694458867563,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,{},0,1,3,0,0,0,0,0,Positive,1,0,0,0
160,3,1.0769230769230769,4.609800592402337,0,1,0,0,0,0.7142857142857143,0.2857142857142857,21,2,3.9375,10.5,"{'the': 5, 'not': 2, 'needs': 2, 'of': 2}",0,0,4,4,0,0,0,0,Positive,1,1,3,0
160,2,1.0,4.426034427067793,0,0,0,0,2,1.0,0.0,21,3,5.857142857142857,7.0,{},0,0,13,12,0,0,0,0,Positive,0,2,3,2
135,2,1.0,4.552322713904664,0,0,0,0,0,0.875,0.125,8,0,4.875,0.0,{'•': 6},0,0,17,6,0,0,0,0,Neutral,2,1,5,1
137,0,1.0,4.406550161254144,0,0,0,0,0,1.0,0.0,14,0,4.083333333333333,0.0,{'and': 2},0,0,4,4,0,0,0,0,Neutral,1,0,2,1
99,0,1.0,4.109589497611594,0,0,0,0,0,1.0,0.0,4,1,3.0,4.0,"{'for': 2, 'and': 2}",0,0,2,0,0,0,0,0,Negative,1,0,0,0
27,0,1.0,3.661932872373583,0,0,0,0,0,1.0,0.0,4,1,4.75,4.0,{},0,1,4,1,0,0,0,0,Positive,1,0,2,0
84,0,1.0,4.118699573472432,0,0,0,0,0,1.0,0.0,7,4,6.857142857142857,1.75,{},0,0,4,10,0,0,0,0,Positive,1,0,0,0
121,0,1.0,4.45117070955964,0,0,0,0,0,1.0,0.0,8,2,5.285714285714286,4.0,{'and': 2},0,0,8,4,0,0,0,0,Positive,2,3,0,2
24,0,1.0,3.90726822961739,0,0,0,0,0,1.0,0.0,1,1,2.0,1.0,{},0,0,2,0,0,0,0,0,Positive,0,0,0,0
25,0,1.0,3.7034651896016464,0,0,0,0,0,1.0,0.0,3,0,5.0,0.0,{},0,0,1,0,0,0,0,0,Positive,0,1,2,1
155,1,1.0,4.480509715717528,0,0,0,0,1,0.625,0.375,8,2,5.875,4.0,"{'•': 4, 'anchor': 2}",0,0,8,1,0,0,0,0,Neutral,1,3,4,0
104,2,1.0,4.441381493508738,0,0,0,0,0,0.9333333333333333,0.06666666666666667,15,0,4.714285714285714,0.0,{'n': 2},0,0,10,6,0,0,0,0,Positive,0,1,2,1
144,0,1.0,4.5788812392997364,0,0,0,0,0,0.875,0.125,8,1,6.714285714285714,8.0,{'of': 2},0,0,9,5,0,0,0,0,Negative,0,1,1,0
160,0,1.0,4.580855980381179,0,0,0,0,0,1.0,0.0,2,2,2.0,1.0,"{'twitter': 2, '&': 2}",0,0,9,2,0,0,0,0,Positive,0,0,1,1
147,2,1.0,4.842261079860352,0,0,0,0,0,0.5,0.5,2,10,2.5,0.2,{},0,1,21,3,0,0,0,0,Neutral,0,0,0,0
147,0,1.0,4.176402487635493,0,0,0,0,0,1.0,0.0,19,1,5.666666666666667,19.0,{'dance': 2},0,0,3,8,0,0,0,0,Neutral,3,0,2,0
150,11,1.0,5.148063145164626,0,0,0,0,3,1.0,0.0,5,4,3.0,1.25,{},0,0,18,3,0,0,0,0,Neutral,1,0,1,1
137,3,1.0588235294117647,4.549096812724661,0,1,0,0,1,1.0,0.0,12,0,4.7272727272727275,0.0,{'of': 2},0,0,11,4,0,0,0,0,Positive,2,0,2,0
148,1,1.0,4.612079051523928,0,0,0,0,1,0.6923076923076923,0.3076923076923077,13,1,3.75,13.0,"{'|': 5, 'of': 2}",0,0,9,8,0,0,0,0,Positive,0,2,1,3
58,0,1.0,4.460816125478307,0,0,0,0,0,0.0,0.0,0,2,0.0,0.0,{},0,0,5,1,0,0,0,0,Neutral,0,0,0,0
116,0,1.1333333333333333,4.02881376880351,0,0,0,0,0,1.0,0.0,13,4,5.818181818181818,3.25,"{'it': 3, 'needs': 3}",0,0,4,4,0,0,0,0,Positive,1,0,5,3
119,0,1.0,4.523791974429045,0,0,0,0,2,0.8666666666666667,0.13333333333333333,15,4,4.214285714285714,3.75,{'at': 2},0,0,8,3,0,0,0,0,Neutral,0,1,3,4
83,0,1.1538461538461537,3.7271130836215907,0,0,0,0,0,1.0,0.0,15,1,4.454545454545454,15.0,"{'that': 2, 'does': 2, 'not': 2, 'need': 2}",0,0,1,1,0,0,0,0,Positive,0,1,3,4
157,8,1.0,4.694667233496268,0,0,0,0,0,0.8181818181818182,0.18181818181818182,11,4,3.625,2.75,"{'of': 2, 'for': 2, 'to': 2, 'women.': 2}",0,0,9,6,0,0,0,0,Neutral,1,0,1,1
16,0,1.0,3.702819531114783,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,{},0,0,0,0,0,0,0,0,Neutral,0,0,0,0
156,0,1.04,4.402573800175962,0,0,0,0,0,0.9411764705882353,0.058823529411764705,17,1,4.461538461538462,17.0,"{'of': 3, 'the': 2, 'a': 2}",0,0,4,4,0,0,0,0,Positive,1,1,1,0
133,4,1.0,5.031249418780868,0,0,0,0,6,0.2857142857142857,0.7142857142857143,7,6,4.142857142857143,1.1666666666666667,{},0,0,21,5,0,0,0,0,Neutral,0,0,0,1
158,0,1.0,4.637759871181392,0,0,0,0,1,0.8181818181818182,0.18181818181818182,22,3,4.590909090909091,7.333333333333333,{'&': 2},0,0,9,8,0,0,0,0,Positive,1,1,4,0
152,0,1.0,4.275130989564389,0,0,0,0,0,0.9411764705882353,0.058823529411764705,17,3,5.705882352941177,5.666666666666667,{},0,1,6,7,0,0,0,0,Positive,3,0,2,0
48,0,1.0,4.0110276044371,0,0,0,0,0,1.0,0.0,8,2,3.25,4.0,{},0,0,2,2,0,0,0,0,Negative,0,1,3,2
24,0,1.0,4.1053885422075345,0,0,0,0,0,0.5,0.5,2,0,4.0,0.0,{},0,0,2,2,0,0,0,0,Positive,0,0,1,0
146,4,1.0,4.631880268091398,0,0,0,0,4,0.8,0.2,10,0,5.333333333333333,0.0,{'of': 2},0,0,15,1,0,0,0,0,Positive,0,0,2,0
146,1,1.0,4.773327134689488,0,1,0,0,1,0.7272727272727273,0.2727272727272727,11,0,4.909090909090909,0.0,{'•': 5},0,0,12,10,0,0,0,0,Negative,3,1,6,0
15,0,1.0,3.3735572622751846,0,0,0,0,0,1.0,0.0,3,0,4.333333333333333,0.0,{},0,0,0,1,0,0,0,0,Neutral,0,0,1,1
79,0,1.0,4.418880476557788,0,0,0,0,0,1.0,0.0,6,0,3.0,0.0,{'of': 2},0,0,3,3,0,0,0,0,Positive,1,0,0,0
52,1,1.0,4.604406670839343,0,0,1,1,0,1.0,0.0,5,3,3.0,1.6666666666666667,{},0,0,7,1,0,0,0,0,Positive,0,0,1,0
56,0,1.0,4.412016252639433,0,0,0,0,1,1.0,0.0,3,1,5.666666666666667,3.0,{},0,0,4,1,0,0,0,0,Neutral,0,0,0,0
151,0,1.0,4.221823952680126,0,0,0,0,0,1.0,0.0,20,2,5.368421052631579,10.0,{'to': 2},0,1,5,5,0,0,0,0,Positive,1,1,6,2
144,0,1.0,4.2508915714646625,0,1,0,0,0,1.0,0.0,14,0,7.0,0.0,{},0,0,13,9,0,0,0,0,Neutral,2,1,1,0
14,0,1.0,3.521640636343319,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,{},0,0,0,0,0,0,0,0,Neutral,0,0,0,0
156,0,1.0,4.761925303057599,0,1,0,0,3,0.7272727272727273,0.2727272727272727,11,1,5.0,11.0,"{'&': 3, 'films': 2}",0,1,13,6,0,0,0,0,Neutral,0,1,0,1
33,1,1.0,4.27137063437885,0,0,1,1,0,1.0,0.0,5,1,3.2,5.0,{},0,0,5,1,0,0,0,0,Neutral,0,0,0,0
76,0,1.0,4.00645429112803,0,0,0,0,0,1.0,0.0,15,0,3.7857142857142856,0.0,{'she': 2},0,0,2,2,0,0,0,0,Positive,0,1,3,4
73,0,1.0,3.8331174631608933,0,0,0,0,0,1.0,0.0,11,0,4.0,0.0,"{'the': 3, '⠀': 2}",0,0,16,3,0,0,0,0,Negative,1,1,1,1
155,0,1.0,4.650015666775893,0,0,0,0,2,0.9166666666666666,0.08333333333333333,12,1,6.0,12.0,"{'is': 2, 'of': 2, '-': 2}",0,0,12,4,0,0,0,0,Negative,0,0,1,2
61,0,1.0,3.955007732726471,0,0,0,0,0,1.0,0.0,5,0,5.0,0.0,{'and': 3},0,0,0,1,0,0,0,0,Positive,2,0,0,0
141,0,1.0,4.2879268185109725,0,0,0,0,0,1.0,0.0,16,1,7.066666666666666,16.0,{'and': 2},0,0,4,6,0,0,0,0,Positive,4,0,1,0
112,0,1.0,4.841337842981215,0,1,0,0,0,1.0,0.0,1,1,1.0,1.0,{},0,0,10,1,0,0,0,0,Positive,0,0,2,3
79,0,1.0,4.484709901307299,0,0,0,0,0,0.42857142857142855,0.5714285714285714,7,3,3.2857142857142856,2.3333333333333335,{},0,0,10,1,0,0,0,0,Neutral,0,0,1,0
138,1,1.0,4.483086240785194,0,0,1,1,0,0.9285714285714286,0.07142857142857142,14,4,6.5,3.5,{'photographer..': 3},0,0,14,7,0,0,0,0,Neutral,1,0,1,0
148,0,1.0,4.447955505450524,0,0,0,0,1,0.9047619047619048,0.09523809523809523,21,2,4.894736842105263,10.5,{'a': 2},0,0,6,8,0,0,0,0,Positive,3,2,2,1
135,6,1.3076923076923077,5.086399550916541,0,0,3,3,2,1.0,0.0,13,3,4.0,4.333333333333333,"{'✨': 4, 'by': 2}",0,0,29,3,0,0,0,0,Positive,0,0,2,0
111,2,1.0,4.404036724647574,0,0,1,1,0,1.0,0.0,14,2,4.285714285714286,7.0,{},0,0,7,3,0,0,0,0,Positive,0,1,2,1
110,0,1.0,4.088160310372852,0,0,0,0,4,1.0,0.0,5,1,17.2,5.0,{},0,0,5,2,0,0,0,0,Neutral,0,0,0,0
68,0,1.0,4.096285041011256,0,0,0,0,0,0.8461538461538461,0.15384615384615385,13,1,4.454545454545454,13.0,"{'and': 2, 'i': 2}",0,0,3,5,0,0,0,0,Positive,0,1,3,2
86,0,1.0,4.316288628804102,0,0,0,0,0,1.0,0.0,7,0,4.333333333333333,0.0,{'to': 2},0,0,0,3,0,0,0,0,Positive,1,0,0,0
152,0,1.0,4.273453236162435,0,1,0,0,0,0.8235294117647058,0.17647058823529413,17,2,3.4,8.5,"{'my': 2, 'is': 2}",0,0,11,7,0,0,0,0,Positive,1,1,3,3
148,4,1.0,4.678986963456734,0,0,0,0,3,0.7,0.3,10,0,4.3,0.0,{'•': 6},0,0,11,3,0,0,0,0,Neutral,3,1,4,1
28,0,1.0,3.780394654123194,0,0,0,0,0,1.0,0.0,2,0,2.5,0.0,{},0,0,0,1,0,0,0,0,Neutral,0,0,0,0
126,0,1.0,4.530946537604841,0,0,0,0,5,1.0,0.0,5,0,6.6,0.0,{'-': 3},0,0,11,3,0,0,0,0,Neutral,0,0,2,2
161,1,1.0,4.750077117306339,0,0,1,1,1,1.0,0.0,15,4,5.866666666666666,3.75,{},0,0,15,4,0,0,0,0,Positive,2,0,0,1
85,0,1.0,4.3631302374095,0,0,0,0,0,0.29411764705882354,0.7058823529411765,17,0,3.2857142857142856,0.0,"{'n': 2, 'i': 2, 'e': 2}",0,0,5,3,0,0,0,0,Positive,0,0,0,3
110,0,1.0,4.426681376543329,1,0,1,1,1,0.9285714285714286,0.07142857142857142,14,1,5.857142857142857,14.0,{},0,0,7,4,0,0,0,0,Positive,1,0,3,1
94,0,1.0,4.546691783363324,0,0,0,0,3,1.0,0.0,6,0,7.333333333333333,0.0,{},0,0,10,3,0,0,0,0,Neutral,0,0,3,0
157,0,1.0769230769230769,5.185180345127749,0,0,0,0,1,0.8333333333333334,0.16666666666666666,12,1,4.5,12.0,"{'gσηηα': 2, 'мε': 2, '•': 3}",0,0,22,10,0,0,0,0,Neutral,0,1,2,3
76,0,1.0,4.266093679691858,0,0,0,0,0,1.0,0.0,8,2,6.75,4.0,{},0,0,5,4,0,0,0,0,Positive,0,0,3,0
160,0,1.0,4.365139939339437,0,0,0,0,0,1.0,0.0,16,1,5.5625,16.0,"{'photography': 2, 'arizona': 2}",0,0,1,6,0,0,0,0,Positive,3,0,1,2
150,0,1.0,4.4282687383324895,0,0,0,0,0,1.0,0.0,7,5,4.428571428571429,1.4,{},0,0,5,6,0,0,0,0,Positive,1,0,0,0
57,1,1.0,4.69831046218128,0,0,1,1,0,1.0,0.0,7,3,3.2857142857142856,2.3333333333333335,{},1,1,10,1,0,0,0,0,Positive,0,1,2,2
159,0,1.0,4.276564073683302,0,1,0,0,0,0.9259259259259259,0.07407407407407407,27,0,4.583333333333333,0.0,"{'a': 3, 'true': 2, 'pixie': 2}",0,0,5,11,0,0,0,0,Positive,3,0,3,2
84,0,1.0,4.17239613432731,0,0,0,0,0,1.0,0.0,11,0,6.090909090909091,0.0,{},0,0,4,7,0,0,0,0,Positive,1,1,2,0
143,3,1.0,4.659017857102781,0,0,0,0,0,0.6666666666666666,0.3333333333333333,12,9,3.3,1.3333333333333333,{'i': 2},0,0,15,2,0,0,0,0,Negative,1,0,2,2
15,0,1.0,3.189898095464287,0,0,0,0,0,1.0,0.0,2,0,7.0,0.0,{},0,0,0,0,0,0,0,0,Positive,1,1,0,0
152,1,1.0,4.484946072409925,0,0,0,0,0,0.8571428571428571,0.14285714285714285,7,0,4.285714285714286,0.0,{'•': 7},0,0,14,5,0,0,0,0,Positive,3,0,4,1
59,2,1.0,4.526048133814251,0,0,1,1,0,1.0,0.0,8,3,3.125,2.6666666666666665,{},1,1,10,0,0,0,0,0,Positive,0,1,2,2
146,5,1.0,5.024111696306532,0,0,0,0,1,0.5833333333333334,0.4166666666666667,12,5,3.4545454545454546,2.4,{},0,0,20,4,0,0,0,0,Positive,0,0,2,1
109,0,1.0,4.549335703989449,0,1,0,0,2,0.6666666666666666,0.3333333333333333,9,2,2.5555555555555554,4.5,{'|': 4},0,0,12,6,0,0,0,0,Neutral,1,1,0,1
159,0,1.0,4.603561786826708,0,0,0,0,0,0.9,0.1,20,1,4.3,20.0,{},0,0,10,3,0,0,0,0,Positive,1,1,4,5
50,0,1.0,4.005213001936781,0,0,0,0,0,0.0,0.0,0,5,0.0,0.0,{},0,0,6,0,0,0,0,0,Negative,0,0,0,2
73,1,1.0,4.681425463832696,0,0,1,1,0,0.8,0.2,5,1,2.4,5.0,{},0,0,8,0,0,0,0,0,Positive,0,0,1,0
43,0,1.0,3.8721037913692973,0,0,0,0,1,1.0,0.0,3,1,5.0,3.0,{},0,0,2,2,0,0,0,0,Negative,0,0,0,0
126,0,1.0,4.623645882632886,0,0,0,0,0,1.0,0.0,8,1,6.25,8.0,{},0,0,9,5,0,0,0,0,Neutral,1,0,0,0
29,0,1.0,3.702471512219747,0,0,0,0,0,1.0,0.0,5,0,5.0,0.0,{},0,0,0,1,0,0,0,0,Neutral,1,0,0,2
131,0,1.0,4.322039593183442,0,0,0,0,1,1.0,0.0,18,5,5.0,3.6,{'to': 2},1,2,6,3,0,0,0,0,Positive,0,1,8,3
152,1,1.0,4.412304109353642,0,0,0,0,0,0.8333333333333334,0.16666666666666666,12,3,4.818181818181818,4.0,"{'&': 2, 'for': 2}",0,0,9,6,0,0,0,0,Positive,1,0,0,0
93,1,1.0,4.652092016229443,0,0,1,1,0,0.9090909090909091,0.09090909090909091,11,2,4.545454545454546,5.5,{},0,0,7,2,0,0,0,0,Neutral,2,0,2,0
40,0,1.0,3.756198332810095,0,0,0,0,0,1.0,0.0,7,0,5.166666666666667,0.0,{'the': 2},0,0,0,2,0,0,0,0,Neutral,1,0,1,0
52,2,1.0,4.678912497395636,0,0,1,1,0,1.0,0.0,4,2,3.0,2.0,{},0,0,7,0,0,0,0,0,Neutral,0,0,1,0
157,0,1.0,4.671650639360589,0,1,0,0,2,0.0,1.0,1,0,3.0,0.0,{},0,0,10,0,0,0,0,0,Positive,1,0,0,0
90,0,1.0,4.458346632369465,0,0,0,0,0,1.0,0.0,11,3,4.818181818181818,3.6666666666666665,{},0,0,5,7,0,0,0,0,Negative,1,0,1,1
61,0,1.0,4.469500814451947,0,0,0,0,0,0.8,0.2,5,1,4.2,5.0,{},0,0,4,1,0,0,0,0,Neutral,1,0,0,0
49,0,1.0,3.6572934563961272,0,0,0,0,0,1.0,0.0,6,1,5.6,6.0,{},0,0,1,2,0,0,0,0,Neutral,2,0,0,0
139,5,1.0,5.026687343091717,0,0,0,0,0,0.0,1.0,1,0,4.0,0.0,{},0,0,15,4,0,0,0,0,Positive,0,1,1,0
18,0,1.0,3.6835423624332306,0,0,0,0,0,0.5,0.5,2,0,2.5,0.0,{},0,0,0,0,0,0,0,0,Neutral,0,0,0,0
142,3,1.0,4.5865954243731215,1,0,0,0,1,0.875,0.125,16,1,5.133333333333334,16.0,{'the': 2},0,0,4,6,0,0,0,0,Neutral,2,1,1,0
33,0,1.0,3.9603202553942918,0,0,0,0,0,0.0,0.0,0,3,0.0,0.0,{},0,0,3,0,0,0,0,0,Negative,0,0,1,0
155,1,1.0,5.039774618086709,0,1,1,1,0,0.2727272727272727,0.7272727272727273,11,1,4.818181818181818,11.0,{},0,0,29,7,0,0,0,0,Positive,0,0,0,0
72,2,1.0,4.138863748792886,0,0,0,0,0,0.7,0.3,10,0,3.6,0.0,"{'✯': 5, '↓': 3}",0,0,11,2,0,0,0,0,Positive,1,1,1,1
108,0,1.0,4.067765168463815,0,0,0,0,0,1.0,0.0,17,2,4.294117647058823,8.5,{},0,0,4,7,0,0,0,0,Neutral,0,0,3,0
130,4,1.0,4.822239214422837,0,0,1,1,0,0.8333333333333334,0.16666666666666666,6,1,3.0,6.0,{'&': 2},0,0,11,4,0,0,0,0,Neutral,0,0,0,0
132,2,1.0,4.388696569816024,0,0,1,1,0,1.0,0.0,20,5,3.111111111111111,4.0,"{'to': 2, 'or': 2, 'for': 2}",0,0,10,1,0,0,0,0,Positive,3,0,4,3
132,15,1.0,4.8431036295236085,0,1,0,0,0,0.5,0.5,4,7,3.0,0.5714285714285714,{'and': 2},0,0,15,1,0,0,0,0,Neutral,1,0,0,0
41,0,1.0,4.222690418935625,0,0,0,0,0,1.0,0.0,4,1,5.5,4.0,{},0,1,5,2,0,0,0,0,Positive,1,0,0,0
153,0,1.0,4.410068631589369,0,0,0,0,3,1.0,0.0,13,3,5.833333333333333,4.333333333333333,{'with': 2},0,0,14,6,0,0,0,0,Positive,3,0,4,0
147,0,1.0,4.5347072677330225,0,1,0,0,0,0.75,0.25,8,1,8.125,8.0,{},0,0,10,3,0,0,0,0,Positive,1,0,0,0
47,0,1.0,4.115253947597965,0,0,0,0,0,0.875,0.125,8,1,4.0,8.0,{'to': 2},0,0,4,0,0,0,0,0,Positive,0,1,3,0
20,0,0.0,3.408694969562842,0,1,0,0,0,0.0,0.0,0,0,0.0,0.0,{},0,0,7,0,0,0,0,0,Neutral,0,0,0,0
106,3,1.0,4.349714027459643,0,0,0,0,0,0.8571428571428571,0.14285714285714285,14,1,5.357142857142857,14.0,{'seo': 3},0,0,1,7,0,0,0,0,Positive,1,0,2,0
71,0,1.0,4.395587437195044,0,0,0,0,1,1.0,0.0,4,2,5.5,2.0,{'/': 2},0,0,9,2,0,0,0,0,Neutral,0,0,1,0
148,2,1.0,4.252013440105995,0,0,0,0,1,1.0,0.0,21,0,4.1,0.0,"{'|': 8, 'time': 2}",0,0,15,16,0,0,0,0,Neutral,1,0,2,0
73,0,1.0,4.158400676608254,0,0,0,0,0,1.0,0.0,5,5,4.2,1.0,{},0,0,5,2,0,0,0,0,Neutral,0,0,1,1
85,1,1.0,4.770293141638267,0,0,1,1,0,0.9,0.1,10,3,3.5,3.3333333333333335,{},0,2,9,2,0,0,0,0,Positive,1,0,1,1
91,0,1.0,4.157921154101649,0,0,0,0,0,1.0,0.0,15,0,5.0,0.0,{},0,0,0,4,0,0,0,0,Positive,1,2,3,2
147,0,1.0,4.193407913818184,0,0,0,0,0,1.0,0.0,21,2,5.25,10.5,{'trading': 2},0,0,4,10,0,0,0,0,Positive,3,0,3,1
70,0,1.0,4.372598918220279,1,0,0,0,1,0.75,0.25,8,3,4.875,2.6666666666666665,{},0,2,6,2,0,0,0,0,Positive,0,0,1,2
79,1,1.0833333333333333,4.7053259257108335,0,0,1,1,0,1.0,0.0,6,2,4.0,3.0,{'co-founder': 2},0,0,10,7,0,0,0,0,Neutral,0,0,0,0
47,4,1.0,4.0727007561086035,0,0,0,0,0,0.8888888888888888,0.1111111111111111,9,1,3.5555555555555554,9.0,{},0,0,1,1,0,0,0,0,Neutral,2,0,0,1
166,3,1.0,4.77336821343749,0,1,1,1,0,0.9166666666666666,0.08333333333333333,12,2,4.5,6.0,"{'&': 2, '~': 2}",0,0,20,7,0,0,0,0,Positive,0,0,0,1
152,3,1.0,4.838237115242142,0,0,0,0,0,0.6666666666666666,0.3333333333333333,15,2,3.5,7.5,{'and': 2},0,0,9,6,0,0,0,0,Positive,0,0,1,0
16,0,1.0,3.75,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,{},0,0,1,1,0,0,0,0,Neutral,0,0,0,0
33,0,1.0,4.498939573903909,0,1,0,0,0,0.25,0.75,4,1,3.25,4.0,{},0,0,5,2,0,0,0,0,Neutral,0,0,0,1
72,0,1.0714285714285714,4.082829781726555,0,1,0,0,0,1.0,0.0,12,0,3.3333333333333335,0.0,"{'the': 3, 'love': 2, 'you': 2}",0,0,2,4,0,0,0,0,Positive,1,0,3,2
147,0,1.0,4.764880293259143,0,0,0,0,0,0.7777777777777778,0.2222222222222222,9,1,5.333333333333333,9.0,{},0,1,9,2,0,0,0,0,Negative,2,0,1,0
160,2,1.0,4.719287253362257,0,1,0,0,0,0.9375,0.0625,16,3,5.375,5.333333333333333,{},0,0,12,10,0,0,0,0,Negative,2,0,2,2
113,0,1.0,4.6271223283574265,0,1,0,0,0,0.0,1.0,1,1,3.0,1.0,{},0,0,7,2,0,0,0,0,Positive,0,0,1,1
129,0,1.0,4.8022843947375,0,0,0,0,1,0.7647058823529411,0.23529411764705882,17,2,4.266666666666667,8.5,"{'am': 2, 'a': 2}",0,0,22,5,0,0,0,0,Negative,3,1,1,2
81,0,1.0,4.211677625620259,0,0,0,0,1,1.0,0.0,8,1,4.571428571428571,8.0,{'and': 2},0,0,4,3,0,0,0,0,Neutral,0,0,0,0
70,0,1.0,4.305500832334279,0,0,0,0,1,0.8888888888888888,0.1111111111111111,9,0,3.375,0.0,{'the': 2},0,0,1,4,0,0,0,0,Neutral,0,0,0,0
38,3,1.0,4.240962710641206,0,0,1,1,0,1.0,0.0,5,1,2.4,5.0,{},0,0,8,0,0,0,0,0,Positive,0,0,1,1
155,0,1.0,4.315295702856151,0,0,0,0,0,1.0,0.0,18,1,5.529411764705882,18.0,"{'entertainment': 2, 'wedding': 2}",0,0,4,5,0,0,0,0,Positive,3,2,3,2
137,1,1.0,4.655815143557539,0,1,0,0,2,1.0,0.0,2,0,2.0,0.0,"{'|': 3, '&': 2}",0,0,16,4,0,0,0,0,Neutral,0,1,0,0
